replicate_id,cell_id,regime,gene_a_perturbed,gene_b_perturbed,guide_efficiency,latent_cell_state_proxy,expr_g1,expr_g2,expr_g3,expr_g4,included
rep-3,00-3-000,00,0,0,0.889889186,0.399301313,2.025463767,1.348471410,1.479676344,2.490314124,1
rep-3,00-3-001,00,0,0,0.889889186,-1.101946144,1.501370192,0.832687656,0.088677088,2.514689422,1
rep-3,00-3-002,00,0,0,0.889889186,0.048509047,2.160527656,1.008478381,1.419293163,2.457089829,1
rep-3,00-3-003,00,0,0,0.889889186,1.296098771,2.850772217,2.353202111,1.107747557,2.548281320,1
rep-3,00-3-004,00,0,0,0.889889186,-1.903247348,1.829386059,0.560275991,0.162499166,2.405120474,1
rep-3,00-3-005,00,0,0,0.889889186,2.489255135,2.691537543,2.394756610,2.004704090,2.847124956,1
rep-3,00-3-006,00,0,0,0.889889186,0.925265806,2.459708376,1.731244177,2.131185540,2.360712375,1
rep-3,00-3-007,00,0,0,0.889889186,0.105124559,1.659745876,1.606660681,2.124773422,2.730106826,1
rep-3,00-3-008,00,0,0,0.889889186,-1.237887380,2.170108291,0.691063165,0.755600750,2.097976072,1
rep-3,00-3-009,00,0,0,0.889889186,-0.630323738,2.377422898,1.258010764,0.716620080,2.482307440,1
rep-3,00-3-010,00,0,0,0.889889186,1.007355701,2.346851166,2.238552751,1.057089071,2.230473011,1
rep-3,00-3-011,00,0,0,0.889889186,1.206378662,2.362958195,1.753945349,1.347178401,2.407719526,1
rep-3,00-3-012,00,0,0,0.889889186,-0.992074024,1.980294255,1.089086257,1.078577209,2.615435462,1
rep-3,00-3-013,00,0,0,0.889889186,-1.901957050,1.237550571,0.727157196,0.340935791,2.258280454,1
rep-3,00-3-014,00,0,0,0.889889186,0.976484223,2.395398410,1.709862584,1.142352014,2.221437775,1
rep-3,00-3-015,00,0,0,0.889889186,-1.415034990,1.955424413,1.119688071,-0.136398581,2.214693023,1
rep-3,00-3-016,00,0,0,0.889889186,-0.598542041,1.885400937,1.013460995,0.681743776,2.078854931,1
rep-3,00-3-017,00,0,0,0.889889186,-0.383480149,1.183331529,1.056169542,0.863521672,2.278513875,1
rep-3,00-3-018,00,0,0,0.889889186,-0.895735126,1.701382099,1.272642886,0.141667025,2.040364648,1
rep-3,00-3-019,00,0,0,0.889889186,-0.163146547,2.054192801,1.607869314,0.950433593,2.328289876,1
rep-3,00-3-020,00,0,0,0.889889186,1.140851961,2.138936314,1.520191457,1.530016578,1.989270253,1
rep-3,00-3-021,00,0,0,0.889889186,1.684096193,2.289677157,1.744847004,1.945262245,2.001336838,1
rep-3,00-3-022,00,0,0,0.889889186,-3.326950907,0.553594798,0.871193388,-1.061618723,2.557841934,1
rep-3,00-3-023,00,0,0,0.889889186,0.390758764,2.256879069,1.503694426,1.190501455,2.732943001,1
rep-3,00-3-024,00,0,0,0.889889186,-1.023957115,1.472488157,1.284004687,0.624153981,2.438800518,1
rep-3,00-3-025,00,0,0,0.889889186,-0.592034516,1.645577824,1.134625799,0.995129515,2.506955384,1
rep-3,00-3-026,00,0,0,0.889889186,-1.304479772,2.090400918,1.513616792,0.137496912,2.322103090,1
rep-3,00-3-027,00,0,0,0.889889186,0.950178252,2.984116744,2.060534320,1.929603625,2.283322499,1
rep-3,00-3-028,00,0,0,0.889889186,-0.865978972,2.016867264,1.313692054,0.526520591,2.492102732,1
rep-3,00-3-029,00,0,0,0.889889186,0.109542497,1.408718405,1.327519998,1.395262563,2.722161506,1
rep-3,00-3-030,00,0,0,0.889889186,0.150110327,2.639404755,1.895946871,0.810941376,2.692996115,1
rep-3,00-3-031,00,0,0,0.889889186,0.516212524,2.137111936,1.456259688,1.673465409,2.500977241,1
rep-3,00-3-032,00,0,0,0.889889186,0.129214806,2.345984263,1.597888380,1.200787239,1.953830659,1
rep-3,00-3-033,00,0,0,0.889889186,0.666684493,2.447475258,1.540500117,0.372700366,2.493767904,1
rep-3,00-3-034,00,0,0,0.889889186,1.188235417,2.743775576,1.686425435,1.589552009,1.798515401,1
rep-3,00-3-035,00,0,0,0.889889186,0.650928602,1.838861275,1.644314089,1.626730915,2.621250922,1
rep-3,00-3-036,00,0,0,0.889889186,-0.010290291,2.239741954,1.760850318,1.239461916,2.476343787,1
rep-3,00-3-037,00,0,0,0.889889186,-0.187247671,1.710669624,1.630087168,0.960580679,2.201488760,1
rep-3,00-3-038,00,0,0,0.889889186,0.202128486,2.237153402,1.172595376,0.943403015,2.326261100,1
rep-3,00-3-039,00,0,0,0.889889186,-0.449154249,2.227055422,1.634131584,1.056982476,2.209932413,1
rep-4,00-4-000,00,0,0,0.805252419,1.324301829,2.660642649,1.421817877,2.223301444,2.395072920,1
rep-4,00-4-001,00,0,0,0.805252419,0.708076934,2.139134147,1.600027975,1.415236826,2.785344211,1
rep-4,00-4-002,00,0,0,0.805252419,-0.497454530,2.185818098,1.557585436,0.474738197,2.230492946,1
rep-4,00-4-003,00,0,0,0.805252419,0.130804393,1.535763065,1.612726122,2.057660582,2.420339626,1
rep-4,00-4-004,00,0,0,0.805252419,-0.556710528,1.490488301,1.159981081,0.795394916,2.403586140,1
rep-4,00-4-005,00,0,0,0.805252419,-0.935147322,1.924112829,1.213749229,0.973775578,2.325194826,1
rep-4,00-4-006,00,0,0,0.805252419,-0.372052937,1.977927779,0.974290636,0.628471401,2.475210769,1
rep-4,00-4-007,00,0,0,0.805252419,1.839629666,2.527732832,2.436694116,1.353504651,2.557920236,1
rep-4,00-4-008,00,0,0,0.805252419,-0.117827655,1.471172520,1.305050174,1.311573816,2.413492000,1
rep-4,00-4-009,00,0,0,0.805252419,-1.923669514,0.840393685,0.793845496,-0.363390315,2.173741013,1
rep-4,00-4-010,00,0,0,0.805252419,-1.843358376,1.084796253,1.218081354,0.019701930,2.516904443,1
rep-4,00-4-011,00,0,0,0.805252419,1.881430996,2.715515850,2.139031171,2.127238424,2.631308031,1
rep-4,00-4-012,00,0,0,0.805252419,-1.218818308,1.924446163,1.441103835,-0.158868360,2.821595810,1
rep-4,00-4-013,00,0,0,0.805252419,-0.137792810,1.243543529,1.846220595,1.024514040,2.826693869,1
rep-4,00-4-014,00,0,0,0.805252419,-0.288719716,1.895610961,1.231145683,0.801623113,2.039513193,1
rep-4,00-4-015,00,0,0,0.805252419,-0.878294533,1.508664430,1.274057549,-0.031595892,2.227122245,1
rep-4,00-4-016,00,0,0,0.805252419,-0.481593116,1.751079438,1.743752644,0.663576167,2.487361821,1
rep-4,00-4-017,00,0,0,0.805252419,-0.135180308,1.675842089,1.621245330,0.728282562,3.081191511,1
rep-4,00-4-018,00,0,0,0.805252419,0.262466348,1.198424817,1.411898648,0.920372069,2.284508146,1
rep-4,00-4-019,00,0,0,0.805252419,0.016957516,1.911874756,1.374976871,1.650459101,2.308573784,1
rep-4,00-4-020,00,0,0,0.805252419,-0.977249796,1.746956070,1.416123937,-0.323233032,2.423731070,1
rep-4,00-4-021,00,0,0,0.805252419,-0.227286092,1.612858157,1.613827330,1.134555764,2.216948069,1
rep-4,00-4-022,00,0,0,0.805252419,0.851160055,1.751913421,1.861323655,1.418754474,2.613977389,1
rep-4,00-4-023,00,0,0,0.805252419,-0.761695720,1.549451214,1.534915289,1.425888263,2.801090195,1
rep-4,00-4-024,00,0,0,0.805252419,-0.705047814,2.052965967,1.340928572,1.284385729,2.353975136,1
rep-4,00-4-025,00,0,0,0.805252419,-2.326482450,0.737421855,1.011068442,0.214698450,2.233915914,1
rep-4,00-4-026,00,0,0,0.805252419,0.039705699,1.935959629,1.560730202,1.079821951,1.815840238,1
rep-4,00-4-027,00,0,0,0.805252419,1.142907521,2.086374019,1.447831490,1.257834893,2.368227467,1
rep-4,00-4-028,00,0,0,0.805252419,0.188243918,1.773777695,1.588303907,1.037523526,2.151467548,1
rep-4,00-4-029,00,0,0,0.805252419,-1.459802159,1.392131389,0.869901960,0.321992840,2.524739757,1
rep-4,00-4-030,00,0,0,0.805252419,-1.995361346,1.042506361,0.679017090,0.125325763,2.506025707,1
rep-4,00-4-031,00,0,0,0.805252419,-0.676954143,1.756427665,0.858632318,0.705636532,2.267632793,1
rep-4,00-4-032,00,0,0,0.805252419,-0.190931062,2.419282186,1.443306212,0.944125356,2.490525692,1
rep-4,00-4-033,00,0,0,0.805252419,-0.749057618,1.326293125,1.726103682,0.548699170,2.731703917,1
rep-4,00-4-034,00,0,0,0.805252419,1.110665564,1.829161302,1.551819148,1.239216564,2.899858270,1
rep-4,00-4-035,00,0,0,0.805252419,-0.499171979,2.020321770,1.743373497,0.823233413,2.474036380,1
rep-4,00-4-036,00,0,0,0.805252419,-1.371876234,1.625328231,1.696092690,0.327842120,2.311316219,1
rep-4,00-4-037,00,0,0,0.805252419,0.967840100,2.581590867,1.401737064,1.562527992,2.137158209,1
rep-4,00-4-038,00,0,0,0.805252419,-0.851342552,1.704376566,1.029266421,0.878553146,2.358977043,1
rep-4,00-4-039,00,0,0,0.805252419,-2.371229348,0.876077546,0.986874389,-0.230973193,2.688792223,1
rep-1,10-1-000,10,1,0,0.896167736,0.797636068,3.554506622,2.363259326,1.358149806,2.451500417,1
rep-1,10-1-001,10,1,0,0.896167736,-1.571430870,1.855208142,0.876851163,0.135867276,2.451638075,1
rep-1,10-1-002,10,1,0,0.896167736,-0.511846154,3.275279736,1.928686787,1.037367897,2.197667664,1
rep-1,10-1-003,10,1,0,0.896167736,0.795436072,3.127282393,2.068831311,1.501404334,2.405358977,1
rep-1,10-1-004,10,1,0,0.896167736,0.428239506,3.529566329,2.048910177,1.463213850,2.256845824,1
rep-1,10-1-005,10,1,0,0.896167736,0.179719863,2.667164115,1.254048558,1.116360537,2.280393751,1
rep-1,10-1-006,10,1,0,0.896167736,0.813786561,3.240242184,2.060718979,1.006801111,2.442642531,1
rep-1,10-1-007,10,1,0,0.896167736,-0.741567682,2.803830713,1.540643269,0.158193743,2.598051366,1
rep-1,10-1-008,10,1,0,0.896167736,-0.673869536,2.430031834,1.062683191,0.936983628,2.736076192,1
rep-1,10-1-009,10,1,0,0.896167736,-0.611621336,2.935452380,1.245364479,0.917951788,2.675708513,1
rep-1,10-1-010,10,1,0,0.896167736,1.711818699,3.671439655,2.414546602,1.414636724,2.448720035,1
rep-1,10-1-011,10,1,0,0.896167736,-0.397221958,2.949278170,1.528392081,1.278674922,2.549228865,1
rep-1,10-1-012,10,1,0,0.896167736,-0.753653638,2.771096629,0.789699568,-0.252598225,2.134399766,1
rep-1,10-1-013,10,1,0,0.896167736,1.278821535,3.354356923,2.333313179,1.304187773,2.573735084,1
rep-1,10-1-014,10,1,0,0.896167736,-1.165061289,2.877211765,1.494127275,-0.144526574,2.565511975,1
rep-1,10-1-015,10,1,0,0.896167736,-0.116038230,3.685549388,1.550759797,0.966154422,2.577676910,1
rep-1,10-1-016,10,1,0,0.896167736,2.171044934,4.336701741,2.520150681,1.885099766,2.644314162,1
rep-1,10-1-017,10,1,0,0.896167736,-0.556395807,2.295462176,1.343878975,0.449167164,2.363753531,1
rep-1,10-1-018,10,1,0,0.896167736,-0.548953558,2.943806319,1.454873371,0.783721074,2.674955019,1
rep-1,10-1-019,10,1,0,0.896167736,1.040370547,3.092319269,1.596207624,1.141013683,2.501734504,1
rep-1,10-1-020,10,1,0,0.896167736,-0.211006757,3.024849569,1.049927106,1.335616222,2.812583990,1
rep-1,10-1-021,10,1,0,0.896167736,-0.047248413,3.080740113,1.178576974,0.918838026,2.166329658,1
rep-1,10-1-022,10,1,0,0.896167736,-0.436659516,2.972376916,1.629212974,0.854653517,2.220397885,1
rep-1,10-1-023,10,1,0,0.896167736,-0.439877475,2.817717764,1.329690923,0.649835937,2.673225743,1
rep-1,10-1-024,10,1,0,0.896167736,0.131292731,2.687206880,1.456848382,1.530404222,2.344053512,1
rep-1,10-1-025,10,1,0,0.896167736,-1.118713430,2.392180256,1.015645063,0.515334163,2.649684968,1
rep-1,10-1-026,10,1,0,0.896167736,1.184447724,3.741901180,1.767220160,0.999082908,2.953097248,1
rep-1,10-1-027,10,1,0,0.896167736,1.088988660,3.950194935,1.358823994,1.178002872,2.627300185,1
rep-1,10-1-028,10,1,0,0.896167736,0.333020333,2.652004345,1.417218455,1.810073091,2.443028396,1
rep-1,10-1-029,10,1,0,0.896167736,1.031801757,4.023538567,1.552517798,1.862499537,2.766822797,1
rep-1,10-1-030,10,1,0,0.896167736,-0.839641942,2.250936741,1.524413378,-0.091956758,2.737122949,1
rep-1,10-1-031,10,1,0,0.896167736,-1.124547303,2.582333061,1.007582443,0.418189870,2.436625701,1
rep-1,10-1-032,10,1,0,0.896167736,0.406276827,2.852441781,2.378491861,0.948178751,2.468708099,1
rep-1,10-1-033,10,1,0,0.896167736,-0.219319862,2.879557613,1.061646526,0.919672554,2.790020066,1
rep-1,10-1-034,10,1,0,0.896167736,0.036606644,2.695583986,2.007067896,0.728867708,2.476574626,1
rep-1,10-1-035,10,1,0,0.896167736,-1.129287166,2.834423105,1.110878903,0.411137892,2.570355316,1
rep-1,10-1-036,10,1,0,0.896167736,0.713137494,2.860876491,1.794387959,1.698016580,2.387808683,1
rep-1,10-1-037,10,1,0,0.896167736,-0.500140052,2.850740369,0.953437445,1.143512886,2.793321847,1
rep-1,10-1-038,10,1,0,0.896167736,-0.615164084,2.652877002,1.264774783,0.394384473,2.476329602,1
rep-1,10-1-039,10,1,0,0.896167736,-1.336002188,1.966542658,0.713997708,-0.365870839,2.611502568,1
rep-2,10-2-000,10,1,0,0.768261131,-1.180312505,2.317469698,0.646565868,0.787700802,2.866163306,1
rep-2,10-2-001,10,1,0,0.768261131,-1.137526521,1.753191199,1.199617764,0.797522091,3.058464249,1
rep-2,10-2-002,10,1,0,0.768261131,0.344165316,2.888689274,1.421560586,1.528056760,2.222824698,1
rep-2,10-2-003,10,1,0,0.768261131,-0.595813898,2.882793899,1.335843171,0.901945802,2.835563045,1
rep-2,10-2-004,10,1,0,0.768261131,2.252753713,4.280157678,1.941919878,2.354372682,2.421120183,1
rep-2,10-2-005,10,1,0,0.768261131,0.896673537,3.612752569,1.764460609,1.000025236,1.751242470,1
rep-2,10-2-006,10,1,0,0.768261131,0.453340331,2.726647859,1.438460787,1.599764178,2.757101025,1
rep-2,10-2-007,10,1,0,0.768261131,0.879549137,3.772938322,1.820764046,1.516086345,2.603846732,1
rep-2,10-2-008,10,1,0,0.768261131,0.561501930,3.327091662,1.293633641,1.014819590,2.831141183,1
rep-2,10-2-009,10,1,0,0.768261131,0.695113553,3.245831310,1.712804445,1.377465108,2.629248034,1
rep-2,10-2-010,10,1,0,0.768261131,-1.583996546,1.920525872,1.543083398,0.957256156,2.487079171,1
rep-2,10-2-011,10,1,0,0.768261131,0.481209293,3.367146186,1.505222881,0.660027525,3.104186745,1
rep-2,10-2-012,10,1,0,0.768261131,-0.128933306,2.994556544,1.668932981,0.895128022,2.985010346,1
rep-2,10-2-013,10,1,0,0.768261131,-0.024418037,2.772581565,1.755170919,0.680816202,3.071049763,1
rep-2,10-2-014,10,1,0,0.768261131,-1.188704042,2.743417572,1.101231110,-0.015877064,2.445933522,1
rep-2,10-2-015,10,1,0,0.768261131,0.057918233,2.574225198,1.030329112,1.248953846,2.582182037,1
rep-2,10-2-016,10,1,0,0.768261131,-1.603132859,2.531752040,1.121848518,0.031000916,2.549260920,1
rep-2,10-2-017,10,1,0,0.768261131,-1.411632869,2.227005725,1.068025753,-0.136846622,2.522243385,1
rep-2,10-2-018,10,1,0,0.768261131,1.533501742,3.704729934,1.973617711,1.402172824,2.487175648,1
rep-2,10-2-019,10,1,0,0.768261131,0.027676717,2.843261179,1.405277413,1.342839879,2.617196576,1
rep-2,10-2-020,10,1,0,0.768261131,1.136991603,3.854126521,1.192240179,0.594956076,2.724314166,1
rep-2,10-2-021,10,1,0,0.768261131,-0.754701699,2.759373329,1.709851353,0.462673848,2.713718350,1
rep-2,10-2-022,10,1,0,0.768261131,0.949263156,3.260237066,2.177483753,1.009242985,2.467344505,1
rep-2,10-2-023,10,1,0,0.768261131,0.964536418,3.713229364,2.266566939,1.983366880,3.077818230,1
rep-2,10-2-024,10,1,0,0.768261131,0.214461916,2.723757055,1.950877593,0.840097229,2.593955059,1
rep-2,10-2-025,10,1,0,0.768261131,0.571548062,3.767513628,2.138429868,1.711236924,2.406790633,1
rep-2,10-2-026,10,1,0,0.768261131,-1.153996126,2.406497332,0.657529616,0.675890497,2.571323986,1
rep-2,10-2-027,10,1,0,0.768261131,2.204917305,3.621661821,1.705059790,2.504930948,2.661989475,1
rep-2,10-2-028,10,1,0,0.768261131,0.359901640,2.964538923,1.423009361,1.469853381,2.797932627,1
rep-2,10-2-029,10,1,0,0.768261131,0.312882915,3.136855628,1.104482466,0.870307306,2.339891408,1
rep-2,10-2-030,10,1,0,0.768261131,-0.122417750,3.116393687,1.647457855,0.797659528,2.849013116,1
rep-2,10-2-031,10,1,0,0.768261131,0.260233492,3.460569403,2.118316770,1.221159958,2.211330239,1
rep-2,10-2-032,10,1,0,0.768261131,0.066595424,3.469010001,1.641484574,0.110894712,2.411954805,1
rep-2,10-2-033,10,1,0,0.768261131,1.157377871,3.565238260,1.941469019,1.109776916,3.139915947,1
rep-2,10-2-034,10,1,0,0.768261131,-1.473612745,2.392006574,0.675567848,-0.216663224,2.729293348,1
rep-2,10-2-035,10,1,0,0.768261131,-1.504927454,2.227258056,1.296354653,0.612709523,2.408415750,1
rep-2,10-2-036,10,1,0,0.768261131,0.165895926,2.906708570,1.123852691,0.940459787,2.950153383,1
rep-2,10-2-037,10,1,0,0.768261131,-1.048920476,2.236115587,1.201820067,0.520323552,2.463937349,1
rep-2,10-2-038,10,1,0,0.768261131,-1.519780770,2.398060992,0.773892308,0.162136413,2.409286700,1
rep-2,10-2-039,10,1,0,0.768261131,-1.279912495,2.541139875,1.358556903,0.430112075,2.189051774,1
rep-3,10-3-000,10,1,0,0.855256073,-0.768987528,2.650210800,1.125900529,0.303405832,2.612346765,1
rep-3,10-3-001,10,1,0,0.855256073,-0.296760841,3.485175951,1.454064477,1.177582566,2.833054588,1
rep-3,10-3-002,10,1,0,0.855256073,1.750316946,3.999973602,2.161639100,2.513283492,2.329533953,1
rep-3,10-3-003,10,1,0,0.855256073,0.910741914,2.922882069,1.567279232,1.239924836,2.250432052,1
rep-3,10-3-004,10,1,0,0.855256073,0.249825343,2.894653411,2.012974011,1.767079190,2.474438099,1
rep-3,10-3-005,10,1,0,0.855256073,-1.295188579,3.052212402,0.687791397,-0.106265741,2.426638833,1
rep-3,10-3-006,10,1,0,0.855256073,-0.214588789,2.873803327,1.279027011,0.894072474,2.449393196,1
rep-3,10-3-007,10,1,0,0.855256073,-0.561093498,2.730228969,1.806770679,0.765704784,3.141716241,1
