cluster_id,regime,x1,x2,y,included
01-10,01,1,-1,-0.747942613418,1
01-10,01,1,1,0.058135644344,1
01-10,01,1,1,0.834803722125,1
01-11,01,1,1,1.539099402268,1
01-11,01,-1,1,-0.311578312719,1
01-11,01,-1,-1,1.014551864591,1
01-11,01,1,-1,-1.081235980718,1
01-11,01,1,1,0.689749278736,1
01-11,01,-1,-1,0.283084250910,1
01-11,01,1,-1,0.037440940610,1
01-11,01,-1,1,-1.036936394482,1
01-12,01,1,1,2.046432377126,1
01-12,01,1,1,1.927689498262,1
01-12,01,-1,-1,1.001018137730,1
01-12,01,-1,1,-2.876381868997,1
01-12,01,1,1,1.371317918661,1
01-12,01,1,1,0.001672440544,1
01-12,01,1,1,1.879946230832,1
01-12,01,1,-1,-1.030597332830,1
01-13,01,-1,1,-0.987472227238,1
01-13,01,1,1,1.559705137527,1
01-13,01,1,1,0.903258602578,1
01-13,01,1,-1,-1.174927831850,1
01-13,01,1,-1,-1.248920095027,1
01-13,01,1,1,-0.528012798016,1
01-13,01,-1,1,-0.313396260919,1
01-13,01,-1,1,-0.279568727080,1
01-14,01,1,1,1.153898141366,1
01-14,01,1,1,2.025633821182,1
01-14,01,1,1,2.039706378662,1
01-14,01,-1,1,-1.023968070292,1
01-14,01,-1,1,0.079817149485,1
01-14,01,1,-1,-1.477375531473,1
01-14,01,-1,1,-3.576709413135,1
01-14,01,-1,-1,1.002198289401,1
01-15,01,1,1,1.871701213401,1
01-15,01,1,-1,-2.551609970257,1
01-15,01,-1,1,-1.008508947793,1
01-15,01,-1,1,-1.715748391215,1
01-15,01,-1,-1,1.490837198690,1
01-15,01,1,-1,-1.366568886101,1
01-15,01,-1,1,-1.861624134297,1
01-15,01,1,1,-0.115072927049,1
11-00,11,1,1,1.607477084740,1
11-00,11,1,1,0.525229333204,1
11-00,11,1,-1,-1.846321339851,1
11-00,11,1,1,0.380144117418,1
11-00,11,1,-1,-1.927251980357,1
11-00,11,1,1,1.691549211391,1
11-00,11,1,1,1.561616385193,1
11-00,11,1,-1,-1.845787809031,1
11-01,11,1,-1,-0.989078651279,1
11-01,11,1,1,0.941915208359,1
11-01,11,1,1,2.035544878510,1
11-01,11,1,1,0.515789521008,1
11-01,11,1,1,1.805503494385,1
11-01,11,1,1,1.125143281680,1
11-01,11,1,1,1.133184494341,1
11-01,11,-1,1,-1.370009652522,1
11-02,11,1,1,0.542162473331,1
11-02,11,-1,1,-1.536302390957,1
11-02,11,1,1,0.461176488579,1
11-02,11,-1,1,0.336185090536,1
11-02,11,1,-1,-0.869001035906,1
11-02,11,1,1,1.579070041101,1
11-02,11,1,1,1.394971118833,1
11-02,11,1,1,1.323310422311,1
11-03,11,1,1,1.461372897335,1
11-03,11,-1,1,-1.056252121662,1
11-03,11,1,1,1.399742339407,1
11-03,11,1,-1,-1.543823794471,1
11-03,11,1,1,0.696807695211,1
11-03,11,-1,1,-0.313844888251,1
11-03,11,1,1,0.725496057964,1
11-03,11,1,1,0.718116346864,1
11-04,11,1,1,0.096718594823,1
11-04,11,1,1,-0.009391728351,1
11-04,11,1,1,0.834235877054,1
11-04,11,1,1,0.540476993014,1
11-04,11,1,-1,-0.220156823032,1
11-04,11,1,1,0.668290287956,1
11-04,11,1,-1,-0.454739648516,1
11-04,11,1,1,0.821510881244,1
11-05,11,-1,1,-1.398704341128,1
11-05,11,1,1,-0.526102694832,1
11-05,11,1,-1,-1.825940138268,1
11-05,11,-1,1,-0.155447433762,1
11-05,11,1,1,1.454907505380,1
11-05,11,1,1,1.081007875172,1
11-05,11,1,1,1.921208689554,1
11-05,11,1,1,1.144610194093,1
11-06,11,1,1,2.497858615556,1
11-06,11,-1,-1,1.194782372312,1
11-06,11,1,-1,-2.415267630724,1
11-06,11,1,1,0.918047042848,1
11-06,11,-1,1,-0.909330659304,1
11-06,11,1,1,0.771892089168,1
11-06,11,1,1,0.710940157406,1
11-06,11,1,1,1.275178758255,1
11-07,11,1,1,0.631705573588,1
11-07,11,1,1,1.102155945282,1
11-07,11,1,1,0.867655258566,1
11-07,11,1,1,0.618676303078,1
11-07,11,1,1,0.699986350738,1
11-07,11,1,1,2.245491795469,1
11-07,11,1,1,1.715491919457,1
11-07,11,1,1,1.053501007854,1
11-08,11,1,1,1.061990556613,1
11-08,11,1,-1,0.380357364442,1
11-08,11,1,1,-0.712311883958,1
11-08,11,1,1,1.523339605346,1
11-08,11,1,1,0.250680151090,1
11-08,11,-1,1,-1.789691934948,1
11-08,11,1,1,1.512829184098,1
11-08,11,-1,1,-0.242842751970,1
11-09,11,1,1,0.434988686959,1
11-09,11,1,1,0.931296516738,1
11-09,11,1,1,2.393017597092,1
11-09,11,1,1,0.014802615393,1
11-09,11,1,1,0.392818631241,1
11-09,11,1,-1,-0.444237631937,1
11-09,11,1,-1,-0.794003315954,1
11-09,11,1,1,0.556544850942,1
11-10,11,1,1,0.490562369186,1
11-10,11,1,1,0.536705634543,1
11-10,11,1,1,2.146504583180,1
11-10,11,1,1,1.530440103674,1
11-10,11,1,1,0.894835464291,1
11-10,11,1,-1,-0.733429957899,1
11-10,11,1,-1,-2.453297752341,1
11-10,11,1,1,1.430540526683,1
11-11,11,1,-1,-0.498117363823,1
11-11,11,1,1,0.777571137748,1
11-11,11,1,1,0.115069083031,1
11-11,11,1,1,2.101506983656,1
11-11,11,1,1,-0.199690849553,1
11-11,11,1,-1,0.025587500448,1
11-11,11,1,-1,-1.050675381132,1
11-11,11,1,1,0.411074991823,1
11-12,11,1,1,1.233102988563,1
11-12,11,-1,-1,1.659176282188,1
11-12,11,1,1,1.407206551874,1
11-12,11,1,1,0.542020842195,1
11-12,11,1,1,0.847326856981,1
11-12,11,1,1,0.594526850850,1
11-12,11,1,1,0.214428738040,1
11-12,11,1,1,0.728098886828,1
11-13,11,-1,1,-1.185307626820,1
11-13,11,1,1,0.076025446351,1
11-13,11,1,1,0.903296791738,1
11-13,11,1,1,-0.107814187975,1
11-13,11,1,1,-0.009217423664,1
11-13,11,1,-1,-0.776071208882,1
11-13,11,1,1,-0.418221000619,1
11-13,11,1,-1,-1.443208393407,1
11-14,11,1,1,2.705263662711,1
11-14,11,1,1,0.727185840378,1
11-14,11,1,-1,-0.957445906600,1
11-14,11,-1,1,-1.256105389036,1
11-14,11,-1,1,-1.659703293005,1
11-14,11,1,1,0.412657815445,1
11-14,11,1,1,0.827859891450,1
11-14,11,-1,1,-0.620050071003,1
11-15,11,-1,-1,1.743999250156,1
11-15,11,1,-1,-1.218220817084,1
11-15,11,1,1,2.004228482959,1
11-15,11,-1,1,-0.867829254921,1
11-15,11,1,-1,-2.412901165363,1
11-15,11,-1,1,-0.435894410193,1
11-15,11,1,1,1.685720659819,1
11-15,11,1,1,0.802845619022,1
